timestamp,symbol,open,high,low,close,volume
2026-04-14 13:30:00,AAPL,259.1000061035156,260.25,259.1000061035156,259.9150085449219,1485339
2026-04-14 13:30:00,MSFT,387.8399963378906,388.1300048828125,386.5199890136719,387.989990234375,2506213
2026-04-14 13:30:00,TSLA,357.3550109863281,358.3299865722656,354.7699890136719,357.9599914550781,2349685
2026-04-14 13:31:00,AAPL,259.8599853515625,260.32000732421875,259.7300109863281,260.2799987792969,202247
2026-04-14 13:31:00,MSFT,387.9649963378906,389.7200012207031,387.70001220703125,389.7200012207031,216451
2026-04-14 13:31:00,TSLA,357.8999938964844,361.29998779296875,357.8200988769531,360.96990966796875,1016207
2026-04-14 13:32:00,AAPL,260.2900085449219,260.32989501953125,259.55999755859375,259.8299865722656,144741
2026-04-14 13:32:00,MSFT,389.7300109863281,390.54998779296875,389.5,390.2749938964844,287829
2026-04-14 13:32:00,TSLA,360.94000244140625,361.0,359.2200012207031,359.32501220703125,489325
2026-04-14 13:33:00,AAPL,259.79998779296875,260.2900085449219,259.7749938964844,260.20001220703125,189259
2026-04-14 13:33:00,MSFT,390.239990234375,391.70001220703125,390.2099914550781,391.5801086425781,208651
2026-04-14 13:33:00,TSLA,359.32000732421875,360.17999267578125,358.8999938964844,359.6400146484375,333078
2026-04-14 13:34:00,AAPL,260.17999267578125,260.2200012207031,259.9700012207031,260.0299987792969,132495
2026-04-14 13:34:00,MSFT,391.5950012207031,392.0199890136719,391.5299987792969,391.8800048828125,257188
2026-04-14 13:34:00,TSLA,359.6600036621094,360.4200134277344,359.4100036621094,359.7850036621094,325492
2026-04-14 13:35:00,AAPL,260.0299987792969,260.7149963378906,260.0199890136719,260.7149963378906,254638
2026-04-14 13:35:00,MSFT,391.8500061035156,392.8599853515625,391.8399963378906,392.6990051269531,235593
2026-04-14 13:35:00,TSLA,359.8299865722656,360.0,357.3699951171875,357.6300048828125,449398
2026-04-14 13:36:00,AAPL,260.70001220703125,260.8599853515625,260.4700012207031,260.8599853515625,174813
2026-04-14 13:36:00,MSFT,392.6900939941406,393.07000732421875,391.8500061035156,392.8299865722656,253584
2026-04-14 13:36:00,TSLA,357.55999755859375,358.55999755859375,356.8800048828125,358.375,356924
2026-04-14 13:37:00,AAPL,260.8500061035156,261.1600036621094,260.75,260.989990234375,199664
2026-04-14 13:37:00,MSFT,392.8399963378906,393.5,392.7200012207031,393.489990234375,254830
2026-04-14 13:37:00,TSLA,358.32110595703125,358.44000244140625,357.5899963378906,357.6499938964844,282811
2026-04-14 13:38:00,AAPL,260.9750061035156,261.1300048828125,260.8500061035156,260.9096984863281,182447
2026-04-14 13:38:00,MSFT,393.5299987792969,394.2099914550781,393.44000244140625,394.1960144042969,212177
2026-04-14 13:38:00,TSLA,357.7499084472656,358.1199951171875,357.3500061035156,357.67999267578125,187058
2026-04-14 13:39:00,AAPL,260.8900146484375,261.05999755859375,260.75,260.8951110839844,157827
2026-04-14 13:39:00,MSFT,394.1499938964844,394.46990966796875,392.90179443359375,393.2200012207031,236297
2026-04-14 13:39:00,TSLA,357.7200012207031,357.8999938964844,356.7099914550781,356.8399963378906,221323
2026-04-14 13:40:00,AAPL,260.8900146484375,260.95001220703125,260.60009765625,260.70001220703125,111840
2026-04-14 13:40:00,MSFT,393.2561950683594,393.3699951171875,392.45001220703125,392.68780517578125,185293
